שם קובץ,ID,נתיב,סוג (MIME),גודל (MB),תאריך יצירה,תאריך עדכון אחרון,בעלים,קישור
340 - סדרה חדשה פרשיות כי תשא -ויקרא תשעא.mp3,15XIMEW8PKAXjtrWCxNJ5JAHlQwZAdH2G,סט ילדים/326 - 347  ילדים מספרים בשולחן שבת,audio/mpeg,64.035,6/17/2026 9:29:00,8/21/2020 10:45:20,yadtamar613@gmail.com,https://drive.google.com/file/d/15XIMEW8PKAXjtrWCxNJ5JAHlQwZAdH2G/view?usp=drivesdk
"341 - סדרה חדשה פרשיות צו, שמיני, תזריע, מצורע.mp3",1VLN-N_JectwEetZNc1j9Hm4Be_CqvI2b,סט ילדים/326 - 347  ילדים מספרים בשולחן שבת,audio/mpeg,68.468,6/17/2026 9:29:07,8/21/2020 10:45:44,yadtamar613@gmail.com,https://drive.google.com/file/d/1VLN-N_JectwEetZNc1j9Hm4Be_CqvI2b/view?usp=drivesdk
342 - סדרה חדשה פרשיות אחרי מות קדושים אמור בהר תשעא.mp3,1dSumvXSe0-u2X0f13nubpjiBVIRkBNXi,סט ילדים/326 - 347  ילדים מספרים בשולחן שבת,audio/mpeg,63.914,6/17/2026 9:29:14,8/21/2020 10:46:08,yadtamar613@gmail.com,https://drive.google.com/file/d/1dSumvXSe0-u2X0f13nubpjiBVIRkBNXi/view?usp=drivesdk
"343 - סדרה חדשה פרשיות בחוקותי, במדבר, נשא, בהעלותך.mp3",1XymNJJXoi5nr4UEjGBTuekMWaHvrqKxF,סט ילדים/326 - 347  ילדים מספרים בשולחן שבת,audio/mpeg,64.896,6/17/2026 9:29:21,8/21/2020 10:46:24,yadtamar613@gmail.com,https://drive.google.com/file/d/1XymNJJXoi5nr4UEjGBTuekMWaHvrqKxF/view?usp=drivesdk
344 - סדרה חדשה פרשיות שלח לך קרח חקת בלק.mp3,1YrHlTcGsfRZ-9yM4tt6cBf88vn0U79_L,סט ילדים/326 - 347  ילדים מספרים בשולחן שבת,audio/mpeg,65.236,6/17/2026 9:29:29,8/21/2020 10:46:38,yadtamar613@gmail.com,https://drive.google.com/file/d/1YrHlTcGsfRZ-9yM4tt6cBf88vn0U79_L/view?usp=drivesdk
345 - סדרה חדשה פנחס- דברים.mp3,1xioK0WAhhTEVddf3kaPDJ0Ky9-QC8Xyl,סט ילדים/326 - 347  ילדים מספרים בשולחן שבת,audio/mpeg,58.814,6/17/2026 9:29:35,8/21/2020 10:46:46,yadtamar613@gmail.com,https://drive.google.com/file/d/1xioK0WAhhTEVddf3kaPDJ0Ky9-QC8Xyl/view?usp=drivesdk
"346 - סדרה חדשה פרשיות ואתחנן, עקב, ראה, שופטים.mp3",14geswKWd3HCXCJLbf1iDQ_LrktEEz2Tf,סט ילדים/326 - 347  ילדים מספרים בשולחן שבת,audio/mpeg,57.929,6/17/2026 9:29:42,8/21/2020 10:46:52,yadtamar613@gmail.com,https://drive.google.com/file/d/14geswKWd3HCXCJLbf1iDQ_LrktEEz2Tf/view?usp=drivesdk
"347 - סדרה חדשה פרשיות כי תצא, כי תבוא, ניצבים וילך, האזינו.mp3",1UcfDKhQfqAc7sBYvpP3WHZz7iQhjxa4j,סט ילדים/326 - 347  ילדים מספרים בשולחן שבת,audio/mpeg,55.431,6/17/2026 9:29:49,8/21/2020 10:46:56,yadtamar613@gmail.com,https://drive.google.com/file/d/1UcfDKhQfqAc7sBYvpP3WHZz7iQhjxa4j/view?usp=drivesdk
348 - המגדלור.mp3,1KIUBVzk2-lS-82N_AzM7y4fFUAf6AxuU,סט ילדים/348 - 358  בן שלש עשרה,audio/mpeg,17.85,6/17/2026 9:22:42,8/21/2020 10:43:58,yadtamar613@gmail.com,https://drive.google.com/file/d/1KIUBVzk2-lS-82N_AzM7y4fFUAf6AxuU/view?usp=drivesdk
349 - חוש השמיעה .mp3,1pxMdpEJuUau0-KkeIvRqvqJmXLH31mtJ,סט ילדים/348 - 358  בן שלש עשרה,audio/mpeg,11.908,6/17/2026 9:22:45,8/21/2020 10:44:00,yadtamar613@gmail.com,https://drive.google.com/file/d/1pxMdpEJuUau0-KkeIvRqvqJmXLH31mtJ/view?usp=drivesdk
350 - אני כאן.mp3,1fb_58xETpH3bj7ExY-yS5A_pZuiASkHG,סט ילדים/348 - 358  בן שלש עשרה,audio/mpeg,18.935,6/17/2026 9:22:48,8/21/2020 10:41:52,yadtamar613@gmail.com,https://drive.google.com/file/d/1fb_58xETpH3bj7ExY-yS5A_pZuiASkHG/view?usp=drivesdk
351 - מה שיש לי ומה שיש בי .mp3,1XhsIB-freUGtfC1YqUBcN2fZpNCcx5qN,סט ילדים/348 - 358  בן שלש עשרה,audio/mpeg,24.639,6/17/2026 9:22:52,8/21/2020 10:42:10,yadtamar613@gmail.com,https://drive.google.com/file/d/1XhsIB-freUGtfC1YqUBcN2fZpNCcx5qN/view?usp=drivesdk
352 - השלום לך .mp3,17-FUXkHrs6DcrMyL_xQMIurNGUX5QT2j,סט ילדים/348 - 358  בן שלש עשרה,audio/mpeg,24.676,6/17/2026 9:22:56,8/21/2020 10:42:24,yadtamar613@gmail.com,https://drive.google.com/file/d/17-FUXkHrs6DcrMyL_xQMIurNGUX5QT2j/view?usp=drivesdk
353 - קצין המשטרה והאמונה .mp3,1uTNKI0iGiz_nRlGVJ1vaFQvXu17CL3eW,סט ילדים/348 - 358  בן שלש עשרה,audio/mpeg,35.002,6/17/2026 9:23:01,8/21/2020 10:42:42,yadtamar613@gmail.com,https://drive.google.com/file/d/1uTNKI0iGiz_nRlGVJ1vaFQvXu17CL3eW/view?usp=drivesdk
354 - בר מצוה ולא בעל מצוה .mp3,1PV6CyVJu9hEqilZ72ARGKlYJZ1T9Lg5M,סט ילדים/348 - 358  בן שלש עשרה,audio/mpeg,30.421,6/17/2026 9:23:05,8/21/2020 10:43:00,yadtamar613@gmail.com,https://drive.google.com/file/d/1PV6CyVJu9hEqilZ72ARGKlYJZ1T9Lg5M/view?usp=drivesdk
355 - האש השחורה והלבנה .mp3,19U38VI6us89e96kqermm12ohS2FMOGp0,סט ילדים/348 - 358  בן שלש עשרה,audio/mpeg,24.148,6/17/2026 9:23:10,8/21/2020 10:43:12,yadtamar613@gmail.com,https://drive.google.com/file/d/19U38VI6us89e96kqermm12ohS2FMOGp0/view?usp=drivesdk
356 - השוקולד.mp3,1BkMBdxpUKTT0VbpCBDFNXtaxvhm4BGoR,סט ילדים/348 - 358  בן שלש עשרה,audio/mpeg,19.055,6/17/2026 9:23:13,8/21/2020 10:43:22,yadtamar613@gmail.com,https://drive.google.com/file/d/1BkMBdxpUKTT0VbpCBDFNXtaxvhm4BGoR/view?usp=drivesdk
357 - האושר שבפנים .mp3,1YvNePSlLzViwHds32pJ5Nctq-aX1lTyL,סט ילדים/348 - 358  בן שלש עשרה,audio/mpeg,32.309,6/17/2026 9:23:18,8/21/2020 10:43:36,yadtamar613@gmail.com,https://drive.google.com/file/d/1YvNePSlLzViwHds32pJ5Nctq-aX1lTyL/view?usp=drivesdk
358 - צידה לדרך.mp3,1UeqkE8k95OzlNJBhuLjCdXo3YNTjMr0y,סט ילדים/348 - 358  בן שלש עשרה,audio/mpeg,46.618,6/17/2026 9:23:24,8/21/2020 10:43:52,yadtamar613@gmail.com,https://drive.google.com/file/d/1UeqkE8k95OzlNJBhuLjCdXo3YNTjMr0y/view?usp=drivesdk
"359 פרשת במדבר א. פרק א' - הקדמה, חביבות וספירת עם ישראל..mp3",158D9h2DIaHgr9D1QzMhnKr_Ujk463I70,סט ילדים/ספר במדבר 359-400/359-362 פרשת במדבר,audio/mpeg,80.689,6/17/2026 10:03:40,2/15/2021 17:10:36,yadtamar613@gmail.com,https://drive.google.com/file/d/158D9h2DIaHgr9D1QzMhnKr_Ujk463I70/view?usp=drivesdk
"360 פרשת במדבר ב. פרק ב' - הדגלים, מנין שבט לוי.mp3",1dziKOUcC3IXITFK-kb-coPOHwxf5Xi1m,סט ילדים/ספר במדבר 359-400/359-362 פרשת במדבר,audio/mpeg,76.179,6/17/2026 10:03:48,2/15/2021 17:13:12,yadtamar613@gmail.com,https://drive.google.com/file/d/1dziKOUcC3IXITFK-kb-coPOHwxf5Xi1m/view?usp=drivesdk
"361 פרשת במדבר ג. פר' ב' ג' - החניה סביב המשכן, עבודת בני קהת..mp3",1-_pt3sV2Ff3InBmsgDOShYGT4NOQBuL1,סט ילדים/ספר במדבר 359-400/359-362 פרשת במדבר,audio/mpeg,69.767,6/17/2026 10:03:56,2/15/2021 17:15:28,yadtamar613@gmail.com,https://drive.google.com/file/d/1-_pt3sV2Ff3InBmsgDOShYGT4NOQBuL1/view?usp=drivesdk
362 פרשת במדבר ד. פר' ג' ד' - פירוק ונשיאת המשכן .mp3,1Ng3Mylr5kCq9_AER4L5l3vSwdTBhTY2i,סט ילדים/ספר במדבר 359-400/359-362 פרשת במדבר,audio/mpeg,64.115,6/17/2026 10:04:03,2/15/2021 17:17:36,yadtamar613@gmail.com,https://drive.google.com/file/d/1Ng3Mylr5kCq9_AER4L5l3vSwdTBhTY2i/view?usp=drivesdk
"363 פרשת נשא א. פר' ד' ה' - המשך נשיאת המשכן, שילוח הטמאים, אשם..mp3",1sKUHkzq-esJisZNiZ-WElTNBOVlUa0gm,סט ילדים/ספר במדבר 359-400/363-365 פרשת נשא,audio/mpeg,74.761,6/17/2026 10:03:13,2/15/2021 17:21:26,yadtamar613@gmail.com,https://drive.google.com/file/d/1sKUHkzq-esJisZNiZ-WElTNBOVlUa0gm/view?usp=drivesdk
"364 פרשת נשא ב. פר' ו' ז' - תורת הנזיר, ברכת כהנים, הקמת המשכן..mp3",1C_47A_L9bzSnhuFFA2EcQLEGwV-RQ8g-,סט ילדים/ספר במדבר 359-400/363-365 פרשת נשא,audio/mpeg,77.61,6/17/2026 10:03:21,2/15/2021 17:26:16,yadtamar613@gmail.com,https://drive.google.com/file/d/1C_47A_L9bzSnhuFFA2EcQLEGwV-RQ8g-/view?usp=drivesdk
365 פרשת נשא ג. פרק ז' - קורבנות הנשיאים..mp3,1Go0xy9YR-iMC3N66AgKIgb3hBXy8k6LF,סט ילדים/ספר במדבר 359-400/363-365 פרשת נשא,audio/mpeg,90.561,6/17/2026 10:03:31,9/16/2020 10:52:24,yadtamar613@gmail.com,https://drive.google.com/file/d/1Go0xy9YR-iMC3N66AgKIgb3hBXy8k6LF/view?usp=drivesdk
"366 פרשת בהעלותך א. פרק ח' - הדלקת המנורה, הכנת הלווים..mp3",1i729nCPVwEiLCj4yqx2Td_oPevz62hVM,סט ילדים/ספר במדבר 359-400/366-371 פרשת בהעלותך,audio/mpeg,94.304,6/17/2026 10:04:13,2/15/2021 17:32:34,yadtamar613@gmail.com,https://drive.google.com/file/d/1i729nCPVwEiLCj4yqx2Td_oPevz62hVM/view?usp=drivesdk
"367 פרשת בהעלותך ב. פרק ט' - קרבן פסח, פסח שני, תנועת הענן..mp3",1_SHy_pUnL98_3vp0PVZ2Tm9p7DGdQVR7,סט ילדים/ספר במדבר 359-400/366-371 פרשת בהעלותך,audio/mpeg,70.112,6/17/2026 10:04:21,2/15/2021 17:34:40,yadtamar613@gmail.com,https://drive.google.com/file/d/1_SHy_pUnL98_3vp0PVZ2Tm9p7DGdQVR7/view?usp=drivesdk
"368 פרשת בהעלותך ג. פרק י'- החצוצרות, הנסיעה הראשונה מהר סיני. .mp3",1sOS4UTZr7N-Vtb5EGm89h58C9z414Zcz,סט ילדים/ספר במדבר 359-400/366-371 פרשת בהעלותך,audio/mpeg,79.291,6/17/2026 10:04:30,2/15/2021 17:36:36,yadtamar613@gmail.com,https://drive.google.com/file/d/1sOS4UTZr7N-Vtb5EGm89h58C9z414Zcz/view?usp=drivesdk
"369 פרשת בהעלותך ד. פרק יא' - המתאוננים, נס ירידת המן..mp3",1hMAaQ_wSIUlIz4AzIa82zMi1cgzdMcyZ,סט ילדים/ספר במדבר 359-400/366-371 פרשת בהעלותך,audio/mpeg,74.606,6/17/2026 10:04:38,2/15/2021 17:38:40,yadtamar613@gmail.com,https://drive.google.com/file/d/1hMAaQ_wSIUlIz4AzIa82zMi1cgzdMcyZ/view?usp=drivesdk
"370 פרשת בהעלותך ה. - פרק יא' - 70 הזקנים, נס ירידת השליו..mp3",1hB__mdEC1NcuZEdP0kiIRnwNqSteQoEf,סט ילדים/ספר במדבר 359-400/366-371 פרשת בהעלותך,audio/mpeg,73.071,6/17/2026 10:04:46,2/15/2021 17:40:48,yadtamar613@gmail.com,https://drive.google.com/file/d/1hB__mdEC1NcuZEdP0kiIRnwNqSteQoEf/view?usp=drivesdk
"371 פרשת בהעלותך ו. פרק יב' - מעשה מרים ואהרון, הענוה של משה רבינו..mp3",1UgG1h8eSVE48TM3kjvF9xu3XwPZAqnIi,סט ילדים/ספר במדבר 359-400/366-371 פרשת בהעלותך,audio/mpeg,86.038,6/17/2026 10:04:55,2/15/2021 17:43:00,yadtamar613@gmail.com,https://drive.google.com/file/d/1UgG1h8eSVE48TM3kjvF9xu3XwPZAqnIi/view?usp=drivesdk
"372 פרשת שלח א. פרק יג' - שבחה של ארץ ישראל, שליחת המרגלים..mp3",1Tw9Of1P2QJlh44uH71wd3sk-GBAAhwef,סט ילדים/ספר במדבר 359-400/372-376 פרשת שלח,audio/mpeg,75.535,6/17/2026 10:05:30,2/16/2021 8:52:46,yadtamar613@gmail.com,https://drive.google.com/file/d/1Tw9Of1P2QJlh44uH71wd3sk-GBAAhwef/view?usp=drivesdk
"373 פרשת שלח ב. פר' יג' יד' - הסתת המרגלים, יהושע וכלב הצדיקים..mp3",13pqQNmvo6BXc8ZaODClNUKzUrY3-saRS,סט ילדים/ספר במדבר 359-400/372-376 פרשת שלח,audio/mpeg,84.34,6/17/2026 10:05:39,2/16/2021 8:54:48,yadtamar613@gmail.com,https://drive.google.com/file/d/13pqQNmvo6BXc8ZaODClNUKzUrY3-saRS/view?usp=drivesdk
374 פרשת שלח ג. פרק יד' - המשך פרשת המרגלים..mp3,11sJ9DEV0DDaM-IfR-xuAY2W5kMJRQPKE,סט ילדים/ספר במדבר 359-400/372-376 פרשת שלח,audio/mpeg,74.647,6/17/2026 10:05:47,2/16/2021 8:57:04,yadtamar613@gmail.com,https://drive.google.com/file/d/11sJ9DEV0DDaM-IfR-xuAY2W5kMJRQPKE/view?usp=drivesdk
"375 פרשת שלח ד. פרק יד' - העונש, אבילות העם, המעפילים..mp3",1_B84TnxA6HFA45evgINt9Ci06pvKk_p5,סט ילדים/ספר במדבר 359-400/372-376 פרשת שלח,audio/mpeg,55.785,6/17/2026 10:05:54,2/16/2021 8:58:58,yadtamar613@gmail.com,https://drive.google.com/file/d/1_B84TnxA6HFA45evgINt9Ci06pvKk_p5/view?usp=drivesdk
"376 פרשת שלח ה. פרק טו' - הבטחת הכניסה לאי, מנחה נסכים וחלה..mp3",11gCjvjrrKILqEbPTVU7tl29Cs9DGFSxH,סט ילדים/ספר במדבר 359-400/372-376 פרשת שלח,audio/mpeg,46.306,6/17/2026 10:05:59,2/16/2021 8:50:10,yadtamar613@gmail.com,https://drive.google.com/file/d/11gCjvjrrKILqEbPTVU7tl29Cs9DGFSxH/view?usp=drivesdk
377 פרשת קרח א. פרק טז' - מחלוקת קרח ועדתו..mp3,1vA6c7wvIB4R44IN9GlV-bOjHVp2BbI7Y,סט ילדים/ספר במדבר 359-400/377-381 פרשת קרח,audio/mpeg,34.403,6/17/2026 10:01:30,2/16/2021 9:06:40,yadtamar613@gmail.com,https://drive.google.com/file/d/1vA6c7wvIB4R44IN9GlV-bOjHVp2BbI7Y/view?usp=drivesdk
378 פרשת קרח ב. פרק טז' - מבחן הקטורת..mp3,1hwY0SIoj_d15qAIs9gsUqmypN-P0-8r4,סט ילדים/ספר במדבר 359-400/377-381 פרשת קרח,audio/mpeg,39.732,6/17/2026 10:01:36,2/16/2021 9:12:16,yadtamar613@gmail.com,https://drive.google.com/file/d/1hwY0SIoj_d15qAIs9gsUqmypN-P0-8r4/view?usp=drivesdk
"379 פרשת קרח ג. פרק טז' - פי הארץ, שריפת מקריבי הקטורת..mp3",1dBtc7WGDI2c5DQktU6sG4c4afumoRFpF,סט ילדים/ספר במדבר 359-400/377-381 פרשת קרח,audio/mpeg,38.269,6/17/2026 10:01:41,2/16/2021 9:04:12,yadtamar613@gmail.com,https://drive.google.com/file/d/1dBtc7WGDI2c5DQktU6sG4c4afumoRFpF/view?usp=drivesdk
"380 פרשת קרח ד. פר' יז' יח' - אהרון עוצר מגיפה, פריחת מטה אהרון. .mp3",1KrlDnaEcr9uqJ1E9kEb1BM5HqCcLzdwz,סט ילדים/ספר במדבר 359-400/377-381 פרשת קרח,audio/mpeg,39.47,6/17/2026 10:01:46,2/16/2021 9:14:20,yadtamar613@gmail.com,https://drive.google.com/file/d/1KrlDnaEcr9uqJ1E9kEb1BM5HqCcLzdwz/view?usp=drivesdk
381 פרשת קרח ה. פרק יח' - מתנות כהונה ולוויה..mp3,1q6ueFx0He5lvEhXMyWpynKcHgAv147LR,סט ילדים/ספר במדבר 359-400/377-381 פרשת קרח,audio/mpeg,27.951,6/17/2026 10:01:50,9/7/2020 16:29:38,yadtamar613@gmail.com,https://drive.google.com/file/d/1q6ueFx0He5lvEhXMyWpynKcHgAv147LR/view?usp=drivesdk
382 פרשת חוקת א. פרק יט' - מצות פרה אדומה..mp3,1ffJutgieSObJuuVcphKOT1mZ2YWD_iDl,סט ילדים/ספר במדבר 359-400/382-388 פרשת חקת,audio/mpeg,38.321,6/17/2026 10:02:38,2/16/2021 9:18:16,yadtamar613@gmail.com,https://drive.google.com/file/d/1ffJutgieSObJuuVcphKOT1mZ2YWD_iDl/view?usp=drivesdk
"383 פרשת חוקת ב. פרק כ' - פטירת מרים, נס הסלע, מטה הפלא של משה..mp3",1mPHuEcbM6w-jrVe2EkveTX_b7kVqCEaT,סט ילדים/ספר במדבר 359-400/382-388 פרשת חקת,audio/mpeg,41.686,6/17/2026 10:02:43,2/16/2021 9:23:22,yadtamar613@gmail.com,https://drive.google.com/file/d/1mPHuEcbM6w-jrVe2EkveTX_b7kVqCEaT/view?usp=drivesdk
384 פרשת חוקת ג. פרק כ' - מי מריבה..mp3,1cqTa2Qvw2bgTlh6NSWFtt0t1jZxw9ANW,סט ילדים/ספר במדבר 359-400/382-388 פרשת חקת,audio/mpeg,46.524,6/17/2026 10:02:49,2/16/2021 9:32:26,yadtamar613@gmail.com,https://drive.google.com/file/d/1cqTa2Qvw2bgTlh6NSWFtt0t1jZxw9ANW/view?usp=drivesdk
"385 פרשת חוקת ד. פרק כ' כא' - אדום, פטירת אהרון הכהן, נצחון על הכנעני..mp3",1grFXBaycDxdvy0CxfsFPsXvjXD8rSEfw,סט ילדים/ספר במדבר 359-400/382-388 פרשת חקת,audio/mpeg,26.264,6/17/2026 10:02:54,2/16/2021 11:09:22,yadtamar613@gmail.com,https://drive.google.com/file/d/1grFXBaycDxdvy0CxfsFPsXvjXD8rSEfw/view?usp=drivesdk
"386 פרשת חוקת ה. פר' כ' כא' - נחש הנחושת, נס נחל ארנון, השירה..mp3",11ZJW5Fy11Gc44yZ0D_mD7j6PISMqUGKk,סט ילדים/ספר במדבר 359-400/382-388 פרשת חקת,audio/mpeg,25.416,6/17/2026 10:02:58,2/16/2021 11:11:08,yadtamar613@gmail.com,https://drive.google.com/file/d/11ZJW5Fy11Gc44yZ0D_mD7j6PISMqUGKk/view?usp=drivesdk
387 פרשת חוקת ו. פרק כא' - משה והנצחון על סיחון מלך האמורי..mp3,1kq5cCkxWDYmPbAjvvX-R5Fxj-3qsFFUa,סט ילדים/ספר במדבר 359-400/382-388 פרשת חקת,audio/mpeg,21.711,6/17/2026 10:03:02,2/16/2021 11:12:28,yadtamar613@gmail.com,https://drive.google.com/file/d/1kq5cCkxWDYmPbAjvvX-R5Fxj-3qsFFUa/view?usp=drivesdk
388 פרשת חוקת ז. פרק כא' - משה והנצחון על עוג מלך הבשן..mp3,10lr-9yMzWlBk4XM9_vNQzlGYWmyGclit,סט ילדים/ספר במדבר 359-400/382-388 פרשת חקת,audio/mpeg,14.212,6/17/2026 10:03:05,2/16/2021 11:13:46,yadtamar613@gmail.com,https://drive.google.com/file/d/10lr-9yMzWlBk4XM9_vNQzlGYWmyGclit/view?usp=drivesdk
389 פרשת בלק א. פרק כב' - בלק מלך מואב ובלעם..mp3,180WJaRZoDCq0_Amo6V3qpkYT5-ibB56Z,סט ילדים/ספר במדבר 359-400/389-394 פרשת בלק,audio/mpeg,21.578,6/17/2026 10:00:49,2/16/2021 11:15:46,yadtamar613@gmail.com,https://drive.google.com/file/d/180WJaRZoDCq0_Amo6V3qpkYT5-ibB56Z/view?usp=drivesdk
390 פרשת בלק ב. פרק כב' - בלעם יוצא למואב..mp3,1KieBCK3qCtXoeA3zaADRJaNn65STOaw4,סט ילדים/ספר במדבר 359-400/389-394 פרשת בלק,audio/mpeg,22.233,6/17/2026 10:00:53,2/16/2021 11:17:42,yadtamar613@gmail.com,https://drive.google.com/file/d/1KieBCK3qCtXoeA3zaADRJaNn65STOaw4/view?usp=drivesdk
391 פרשת בלק ג. פרק כב' - מלאך ה' פי האתון..mp3,1o3_xUFzwbXVh7tGDbj4awQCLqXCCK8ET,סט ילדים/ספר במדבר 359-400/389-394 פרשת בלק,audio/mpeg,24.8,6/17/2026 10:00:56,2/16/2021 11:19:16,yadtamar613@gmail.com,https://drive.google.com/file/d/1o3_xUFzwbXVh7tGDbj4awQCLqXCCK8ET/view?usp=drivesdk
392 פרשת בלק ד. פרק כב' כג' - הברכה הראשונה והשניה של בלעם..mp3,1h_cBSdKnWgBxtZ7hp0hi9jmKGel0AT6o,סט ילדים/ספר במדבר 359-400/389-394 פרשת בלק,audio/mpeg,31.946,6/17/2026 10:01:01,2/16/2021 11:20:54,yadtamar613@gmail.com,https://drive.google.com/file/d/1h_cBSdKnWgBxtZ7hp0hi9jmKGel0AT6o/view?usp=drivesdk
"393 פרשת בלק ה. פר' כג' כד' - הברכה השלישית, הנבואה לעתיד..mp3",1worQ-TFUHTKLte8xuAboQ9ibdo8_72pf,סט ילדים/ספר במדבר 359-400/389-394 פרשת בלק,audio/mpeg,27.511,6/17/2026 10:01:05,2/16/2021 11:22:38,yadtamar613@gmail.com,https://drive.google.com/file/d/1worQ-TFUHTKLte8xuAboQ9ibdo8_72pf/view?usp=drivesdk
"394 פרשת בלק ו. פרק כה' - עצת בלעם הרשע, בעל פעור..mp3",1omFulF7MAEEFIOIDs0mAadyJb5QNPBy7,סט ילדים/ספר במדבר 359-400/389-394 פרשת בלק,audio/mpeg,32.291,6/17/2026 10:01:10,2/16/2021 13:19:48,yadtamar613@gmail.com,https://drive.google.com/file/d/1omFulF7MAEEFIOIDs0mAadyJb5QNPBy7/view?usp=drivesdk
"395 פרשת פנחס א. פר' כה' כו' - ברית השלום לפנחס, חלוקת ארץ ישראל לפי מנין בני ישראל..mp3",1dNCdSbwj11gf9GDCUaeOV7pEnqpZP5Kh,סט ילדים/ספר במדבר 359-400/395-396 פרשת פנחס,audio/mpeg,20.695,6/17/2026 10:01:22,2/16/2021 13:21:28,yadtamar613@gmail.com,https://drive.google.com/file/d/1dNCdSbwj11gf9GDCUaeOV7pEnqpZP5Kh/view?usp=drivesdk
"396 פרשת פנחס ב. פר' כז' כח' כט' - בנות צלפחד, מינוי יהושע, קורבנות המועדים. .mp3",1cnJ3w5HrEGYddccuw1RYZXehz41Q4sf9,סט ילדים/ספר במדבר 359-400/395-396 פרשת פנחס,audio/mpeg,19.461,6/17/2026 10:01:26,2/16/2021 13:23:30,yadtamar613@gmail.com,https://drive.google.com/file/d/1cnJ3w5HrEGYddccuw1RYZXehz41Q4sf9/view?usp=drivesdk
"397 פרשת מטות א. פר ל' לא' - נדרים, מלחמת מדין..mp3",11PNFgKihRWUki1TONLK5ILAYlj5D4zSp,סט ילדים/ספר במדבר 359-400/397-398 פרשת מטות,audio/mpeg,21.792,6/17/2026 10:01:14,2/16/2021 13:25:54,yadtamar613@gmail.com,https://drive.google.com/file/d/11PNFgKihRWUki1TONLK5ILAYlj5D4zSp/view?usp=drivesdk
"398 פרשת מטות ב. פר' לא' לב' - הגעלת כלים , חלוקת השלל, בני גד ובני ראובן..mp3",1qsbEruiA5gvq9j2Aw5nlfxSSPQwUcdvB,סט ילדים/ספר במדבר 359-400/397-398 פרשת מטות,audio/mpeg,24.779,6/17/2026 10:01:18,2/16/2021 13:27:36,yadtamar613@gmail.com,https://drive.google.com/file/d/1qsbEruiA5gvq9j2Aw5nlfxSSPQwUcdvB/view?usp=drivesdk
399 פרשת מסעי א. פרק לג' - מסעי בני ישראל..mp3,1XJXMmAVFRuYEOMcg0RqWzearXkU449RI,סט ילדים/ספר במדבר 359-400/399-400 פרשת מסעי,audio/mpeg,15.268,6/17/2026 10:00:42,2/16/2021 13:29:32,yadtamar613@gmail.com,https://drive.google.com/file/d/1XJXMmAVFRuYEOMcg0RqWzearXkU449RI/view?usp=drivesdk
"400 פרשת מסעי ב. פר' לד' לה' - גבולות הארץ והנשיאים, ערי הלווים, סיכום..mp3",1tJOSX4D7Z8WpU3BosNMp7WhVFI32D3MK,סט ילדים/ספר במדבר 359-400/399-400 פרשת מסעי,audio/mpeg,14.323,6/17/2026 10:00:45,3/1/2021 11:00:22,yadtamar613@gmail.com,https://drive.google.com/file/d/1tJOSX4D7Z8WpU3BosNMp7WhVFI32D3MK/view?usp=drivesdk
401 ''איזהו עשיר'' - ''יש'' או ''אין''- מעגל ה99 מטבעות זהב-תפילין מהודרות  (2).mp3,11GSdzIOkMiS-g9HXn4TDbxrVF-aKZFR5,סט ילדים/סיפורי מופת- סדרה ד' 401 -433/א. שער האמונה והבטחון,audio/mpeg,27.979,6/17/2026 9:49:56,11/9/2021 8:43:06,yadtamar613@gmail.com,https://drive.google.com/file/d/11GSdzIOkMiS-g9HXn4TDbxrVF-aKZFR5/view?usp=drivesdk
402  שמחת חיים- שדה הברכה-''המשקפת חמתהפכת''- חגורת ניהלומים=הפרחים של ר' ישראל גוטסמן זצ''ל .mp3,1GH946q0ayIr3FmNu5fMYd-iWmhCL9EEv,סט ילדים/סיפורי מופת- סדרה ד' 401 -433/א. שער האמונה והבטחון,audio/mpeg,22.9,6/17/2026 9:50:00,11/9/2021 9:03:42,yadtamar613@gmail.com,https://drive.google.com/file/d/1GH946q0ayIr3FmNu5fMYd-iWmhCL9EEv/view?usp=drivesdk
"403 הבטחון המושלם בה'=יהודי,גוי, ו100 מטבעות זהב=''הסבא מנוברדוק'' זצ''ל= העיתונאי .mp3",1EY6XV4kSNVRrsQDJPnCwrbx8384_65Z3,סט ילדים/סיפורי מופת- סדרה ד' 401 -433/א. שער האמונה והבטחון,audio/mpeg,25.568,6/17/2026 9:50:04,12/2/2021 10:50:22,yadtamar613@gmail.com,https://drive.google.com/file/d/1EY6XV4kSNVRrsQDJPnCwrbx8384_65Z3/view?usp=drivesdk
404 הגאון זצ''ל והשידוך -''עשירי'' ''עשירי'' למניין שהיציל ממות..mp3,1NRnKiuv8px_XuyvOmxT_LkqGhN_I9n9I,סט ילדים/סיפורי מופת- סדרה ד' 401 -433/א. שער האמונה והבטחון,audio/mpeg,22.9,6/17/2026 9:50:08,11/9/2021 9:11:04,yadtamar613@gmail.com,https://drive.google.com/file/d/1NRnKiuv8px_XuyvOmxT_LkqGhN_I9n9I/view?usp=drivesdk
